E_ID,Eq_Name,Price
,Blanket,415
,Totem,707
,Rod,554
,Arrows,437
,Antitoxin,772
,Arrows,456
,Wooden Staff,737
,Ball Bearings,239
,Amulet,934
,Blanket,315
,Antitoxin,309
,Blowgun Needles,569
,Staff,988
,Amulet,99
,Arrows,781
,Emblem,719
,Crystal,296
,Sling Bullets,149
,Arrows,77
,Orb,832
,Bell,732
,Wooden Staff,533
,Alchemist Fire,561
,Totem,252
,Blowgun Needles,935
,Rod,649
,Emblem,280
,Armor,578
,Acid,47
,Bell,791
,Staff,861
,Spring Mistletoe,247
,Abacus,167
,Amulet,13
,Candle,344
,Wooden Staff,510
,Backpack,995
,Spring Mistletoe,578
,Treasure,804
,Backpack,610
,Amulet,136
,Amulet,563
,Abacus,818
,Backpack,279
,Antitoxin,674
,Bell,616
,Crystal,984
,Ball Bearings,34
,Bell,775
,Emblem,262
,Backpack,184
,Orb,50
,Abacus,113
,Weapon,602
,Crossbow Bolts,601
,Wooden Staff,64
,Staff,586
,Treasure,416
,Block and Tackle,666
,Acid,631
,Basket,366
,Candle,637
,Treasure,341
,Acid,839
,Armor,340
,Candle,812
,Orb,230
,Wooden Staff,710
,Acid,407
,Block and Tackle,848
,Arrows,652
,Amulet,563
,Basket,62
,Emblem,691
,Weapon,796
,Amulet,56
,Candle,403
,Acid,761
,Staff,495
,Antitoxin,880
,Candle,264
,Treasure,741
,Ball Bearings,782
,Candle,973
,Yew Wand,448
,Crossbow Bolts,134
,Ball Bearings,763
,Arrows,351
,Ball Bearings,438
,Backpack,462
,Rod,830
,Block and Tackle,919
,Blowgun Needles,17
,Abacus,337
,Amulet,294
,Treasure,247
,Orb,298
,Wand,453
,Yew Wand,161
,Reliquary,906
,Candle,262
,Crossbow Bolts,559
,Weapon,892
,Sling Bullets,568
,Wooden Staff,40
,Spring Mistletoe,59
,Amulet,163
,Armor,408
,Abacus,561
,Spring Mistletoe,248
,Alchemist Fire,181
,Candle,674
,Barrel,976
,Emblem,486
,Totem,570
,Rod,359
,Amulet,5
,Spring Mistletoe,809
,Arrows,913
,Acid,613
,Acid,897
,Ball Bearings,850
,Emblem,240
,Amulet,386
,Yew Wand,521
,Bedroll,779
,Staff,912
,Orb,813
,Alchemist Fire,458
,Barrel,668
,Wand,282
,Blowgun Needles,613
,Abacus,889
,Arrows,824
,Orb,937
,Acid,927
,Wooden Staff,573
,Rod,989
,Bell,412
,Barrel,539
,Wand,375
,Basket,587
,Block and Tackle,452
,Blowgun Needles,862
,Wooden Staff,262
,Armor,228
,Acid,360
,Sling Bullets,201
,Block and Tackle,325
,Yew Wand,190
,Reliquary,917
,Blanket,449
,Totem,191
,Totem,995
,Totem,858
,Totem,236
,Amulet,927
,Abacus,344
,Alchemist Fire,114
,Arrows,427
,Bell,895
,Staff,884
,Antitoxin,481
,Candle,21
,Reliquary,465
,Bell,143
,Crystal,758
,Crystal,105
,Abacus,611
,Rod,864
,Arrows,219
,Wand,511
,Weapon,474
,Armor,299
,Acid,538
,Staff,216
,Rod,613
,Arrows,641
,Antitoxin,666
,Reliquary,346
,Acid,651
,Arrows,950
,Crossbow Bolts,312
,Arrows,816
,Emblem,213
,Amulet,494
,Block and Tackle,604
,Crossbow Bolts,370
,Rod,13
,Reliquary,743
,Staff,751
,Yew Wand,357
,Treasure,741
,Bell,316
,Emblem,297
,Wooden Staff,796
,Abacus,572
,Blanket,241
,Candle,962
,Crystal,440
,Block and Tackle,858
,Antitoxin,138
,Backpack,424
,Abacus,288
,Candle,347
,Reliquary,415
,Acid,951
,Treasure,671
,Barrel,169
,Backpack,584
,Abacus,914
,Block and Tackle,232
,Crystal,160
,Bedroll,651
,Bell,34
,Backpack,773
,Amulet,490
,Armor,931
,Treasure,934
,Spring Mistletoe,611
,Totem,42
,Bedroll,866
,Candle,86
,Armor,580
,Crystal,5
,Armor,239
,Antitoxin,76
,Alchemist Fire,539
,Crossbow Bolts,856
,Amulet,787
,Wand,920
,Crossbow Bolts,930
,Arrows,376
,Amulet,772
,Ball Bearings,977
,Treasure,613
,Ball Bearings,237
,Treasure,54
,Ball Bearings,761
,Antitoxin,600
,Totem,64
,Basket,252
,Orb,689
,Block and Tackle,687
,Candle,627
,Ball Bearings,283
,Blowgun Needles,157
,Orb,257
,Crossbow Bolts,204
,Totem,538
,Crystal,209
,Basket,337
,Wooden Staff,228
,Orb,805
,Backpack,458
,Candle,180
,Wand,549
,Staff,400
,Armor,669
,Armor,880
,Backpack,252
,Antitoxin,734
,Orb,615
,Weapon,727
,Barrel,95
,Backpack,183
,Wooden Staff,502
,Spring Mistletoe,65
,Candle,604
,Emblem,193
,Barrel,66
,Rod,572
,Wooden Staff,360
,Arrows,660
,Basket,180
,Treasure,987
,Staff,118
,Ball Bearings,484
,Orb,177
,Candle,379
,Candle,716
,Bedroll,705
,Orb,960
,Orb,898
,Totem,352
,Basket,894
,Abacus,592
,Weapon,712
,Basket,407
,Acid,981
,Sling Bullets,810
,Crossbow Bolts,740
,Blanket,472
,Bedroll,399
,Antitoxin,635
,Totem,659
,Acid,461
,Barrel,650
,Orb,964
,Orb,21
,Basket,92
,Abacus,285
,Block and Tackle,467
,Backpack,281
,Blowgun Needles,394
,Totem,27
,Block and Tackle,831
,Alchemist Fire,874
,Arrows,908
,Bell,66
,Reliquary,331
,Orb,498
,Emblem,187
,Wand,931
,Crossbow Bolts,895
,Bell,549
,Crystal,144
,Crystal,887
,Totem,364
,Reliquary,957
,Yew Wand,147
,Crossbow Bolts,471
,Bell,23
,Reliquary,319
,Emblem,201
,Abacus,199
,Wand,298
,Bedroll,3
,Armor,319
,Yew Wand,60
,Acid,903
,Arrows,938
,Basket,73
,Staff,758
,Reliquary,108
,Amulet,751
,Amulet,626
,Basket,850
,Ball Bearings,834
,Barrel,226
,Backpack,977
,Ball Bearings,241
,Amulet,787
,Treasure,722
,Backpack,408
,Emblem,949
,Bedroll,173
,Crossbow Bolts,120
,Alchemist Fire,875
,Sling Bullets,690
,Bell,16
,Amulet,842
,Rod,433
,Yew Wand,908
,Candle,616
,Blanket,713
,Backpack,786
,Block and Tackle,567
,Weapon,319
,Treasure,416
,Staff,245
,Antitoxin,814
,Arrows,841
,Armor,420
,Staff,746
,Rod,355
,Orb,250
,Wooden Staff,13
,Armor,214
,Crystal,626
,Wooden Staff,161
,Candle,992
,Rod,771
,Abacus,672
,Rod,503
,Armor,352
,Sling Bullets,884
,Wooden Staff,241
,Ball Bearings,362
,Armor,555
,Staff,957
,Block and Tackle,791
,Sling Bullets,106
,Antitoxin,221
,Wooden Staff,947
,Acid,344
,Rod,160
,Orb,426
,Sling Bullets,927
,Backpack,267
,Wand,379
,Wooden Staff,196
,Ball Bearings,3
,Blowgun Needles,63
,Crystal,665
,Barrel,565
,Orb,593
,Armor,815
,Abacus,651
,Emblem,959
,Weapon,26
,Staff,900
,Backpack,421
,Yew Wand,800
,Crystal,380
,Candle,532
,Blanket,139
,Blanket,956
,Amulet,379
,Treasure,998
,Backpack,798
,Blanket,173
,Orb,762
,Barrel,78
,Staff,151
,Wooden Staff,864
,Rod,805
,Bedroll,938
,Crossbow Bolts,490
,Weapon,869
,Wand,477
,Ball Bearings,907
,Treasure,491
,Wooden Staff,936
,Candle,100
,Bedroll,469
,Bell,121
,Bedroll,961
,Acid,974
,Arrows,158
,Blowgun Needles,233
,Crystal,861
,Backpack,460
,Blowgun Needles,757
,Candle,86
,Backpack,749
,Emblem,336
,Bell,746
,Blowgun Needles,250
,Abacus,646
,Arrows,508
,Amulet,933
,Amulet,545
,Ball Bearings,808
,Spring Mistletoe,51
,Staff,508
,Totem,859
,Ball Bearings,310
,Amulet,76
,Staff,271
,Blanket,850
,Ball Bearings,187
,Arrows,989
,Treasure,898
,Barrel,599
,Armor,7
,Barrel,23
,Basket,342
,Spring Mistletoe,867
,Block and Tackle,758
,Blanket,935
,Wooden Staff,163
,Abacus,18
,Candle,696
,Crystal,392
,Armor,119
,Basket,613
,Sling Bullets,240
,Spring Mistletoe,27
,Yew Wand,909
,Yew Wand,865
,Spring Mistletoe,455
,Totem,594
,Bell,756
,Staff,171
,Barrel,861
,Weapon,503
,Bell,248
,Candle,955
,Antitoxin,299
,Staff,624
,Amulet,4
,Staff,625
,Candle,124
,Spring Mistletoe,856
,Blowgun Needles,315
,Ball Bearings,655
,Antitoxin,478
,Bell,179
,Crossbow Bolts,257
,Weapon,415
,Acid,896
,Treasure,142
,Wooden Staff,389
,Ball Bearings,204
,Basket,222
,Staff,612
,Ball Bearings,885
,Crystal,757
,Ball Bearings,225
,Wand,966
,Crossbow Bolts,246
,Candle,693
,Alchemist Fire,870
,Wand,729
,Ball Bearings,596
,Candle,116
,Abacus,351
,Staff,563
,Bell,519
,Totem,251
,Bell,725
,Abacus,817
,Abacus,680
,Reliquary,899
,Weapon,287
,Bell,394
,Weapon,621
,Bedroll,39
,Weapon,522
,Staff,258
,Yew Wand,236
,Wand,871
,Basket,424
,Amulet,943
,Emblem,604
,Wand,204
,Block and Tackle,904
,Amulet,941
,Blanket,17
,Totem,633
,Backpack,627
,Wand,964
,Blanket,164
,Wooden Staff,522
,Alchemist Fire,872
,Alchemist Fire,605
,Spring Mistletoe,429
,Wooden Staff,600
,Crystal,439
,Weapon,950
,Crossbow Bolts,619
,Antitoxin,420
,Crystal,61
,Arrows,295
,Abacus,635
,Staff,789
,Acid,254
,Wand,664
,Bedroll,110
,Bell,900
,Abacus,56
,Sling Bullets,989
,Backpack,123
,Blanket,586
,Bell,877
,Staff,509
,Reliquary,846
,Amulet,269
,Weapon,738
,Reliquary,679
,Alchemist Fire,213
,Acid,82
,Armor,718
,Bell,202
,Bedroll,537
,Block and Tackle,640
,Backpack,919
,Block and Tackle,100
,Sling Bullets,38
,Candle,274
,Amulet,929
,Blowgun Needles,598
,Blowgun Needles,398
,Emblem,528
,Rod,865
,Antitoxin,870
,Staff,821
,Acid,599
,Arrows,841
,Treasure,381
,Armor,112
,Alchemist Fire,237
,Basket,283
,Crystal,854
,Orb,880
,Blowgun Needles,170
,Weapon,481
,Bell,726
,Abacus,948
,Rod,961
,Armor,595
,Basket,519
,Arrows,303
,Arrows,820
,Treasure,530
,Rod,860
,Orb,234
,Blanket,606
,Reliquary,922
,Yew Wand,408
,Backpack,618
,Reliquary,740
,Abacus,1
,Rod,852
,Blowgun Needles,286
,Treasure,548
,Staff,175
,Basket,49
,Spring Mistletoe,176
,Candle,992
,Blowgun Needles,681
,Antitoxin,190
,Crystal,680
,Arrows,126
,Rod,40
,Orb,380
,Antitoxin,864
,Yew Wand,657
,Treasure,697
,Antitoxin,848
,Rod,112
,Rod,96
,Weapon,338
,Crossbow Bolts,851
,Spring Mistletoe,216
,Crossbow Bolts,497
,Block and Tackle,459
,Wand,988
,Crystal,795
,Alchemist Fire,216
,Candle,29
,Alchemist Fire,315
,Wooden Staff,996
,Abacus,762
,Arrows,711
,Arrows,596
,Staff,208
,Treasure,604
,Bell,83
,Bell,654
,Wooden Staff,365
,Abacus,40
,Emblem,987
,Emblem,115
,Crystal,478
,Crystal,543
,Block and Tackle,262
,Block and Tackle,272
,Crystal,586
,Basket,892
,Orb,801
,Totem,716
,Ball Bearings,538
,Weapon,644
,Orb,529
,Amulet,144
,Crossbow Bolts,392
,Wand,439
,Yew Wand,300
,Backpack,894
,Candle,903
,Blowgun Needles,623
,Armor,119
,Basket,353
,Arrows,961
,Backpack,455
,Alchemist Fire,59
,Blowgun Needles,563
,Staff,14
,Wooden Staff,797
,Treasure,131
,Abacus,628
,Block and Tackle,353
,Wand,144
,Backpack,175
,Emblem,587
,Totem,807
,Blowgun Needles,783
,Yew Wand,116
,Blowgun Needles,646
,Abacus,147
,Arrows,584
,Orb,373
,Alchemist Fire,164
,Abacus,309
,Emblem,905
,Staff,410
,Alchemist Fire,883
,Backpack,209
,Orb,401
,Sling Bullets,74
,Weapon,504
,Staff,73
,Crystal,485
,Spring Mistletoe,329
,Arrows,741
,Sling Bullets,746
,Yew Wand,357
,Treasure,316
,Treasure,614
,Reliquary,143
,Bell,46
,Crystal,367
,Spring Mistletoe,191
,Amulet,762
,Bell,157
,Emblem,384
,Alchemist Fire,316
,Treasure,781
,Abacus,205
,Block and Tackle,820
,Arrows,317
,Basket,8
,Emblem,100
,Armor,810
,Acid,761
,Crystal,779
,Emblem,439
,Acid,568
,Blanket,842
,Rod,249
,Arrows,468
,Crossbow Bolts,800
,Abacus,621
,Basket,637
,Sling Bullets,268
,Rod,742
,Antitoxin,60
,Arrows,374
,Emblem,204
,Sling Bullets,787
,Amulet,907
,Basket,311
,Emblem,638
,Bell,700
,Amulet,762
,Block and Tackle,454
,Sling Bullets,102
,Wooden Staff,638
,Treasure,591
,Reliquary,475
,Rod,396
,Acid,361
,Blowgun Needles,233
,Crystal,548
,Alchemist Fire,660
,Antitoxin,140
,Amulet,560
,Crossbow Bolts,160
,Blanket,48
,Antitoxin,57
,Basket,101
,Yew Wand,886
,Emblem,173
,Armor,660
,Bedroll,84
,Bedroll,978
,Treasure,479
,Treasure,676
,Treasure,625
,Emblem,955
,Wooden Staff,712
,Antitoxin,928
,Arrows,567
,Staff,619
,Totem,579
,Weapon,400
,Armor,860
,Blowgun Needles,422
,Wand,425
,Crossbow Bolts,934
,Backpack,84
,Wooden Staff,986
,Wand,612
,Spring Mistletoe,267
,Bedroll,706
,Rod,169
,Antitoxin,918
,Amulet,490
,Backpack,207
,Basket,834
,Totem,32
,Bell,106
,Alchemist Fire,336
,Crystal,651
,Ball Bearings,544
,Block and Tackle,989
,Bedroll,636
,Yew Wand,564
,Spring Mistletoe,695
,Totem,803
,Emblem,633
,Weapon,524
,Bell,511
,Backpack,124
,Antitoxin,944
,Amulet,716
,Crystal,586
,Alchemist Fire,666
,Wooden Staff,171
,Barrel,258
,Totem,625
,Blanket,321
,Orb,544
,Arrows,955
,Orb,528
,Staff,139
,Abacus,175
,Barrel,557
,Blanket,987
,Barrel,6
,Backpack,439
,Bell,900
,Blowgun Needles,264
,Backpack,794
,Candle,748
,Crystal,881
,Blanket,963
,Basket,488
,Staff,68
,Ball Bearings,255
,Weapon,242
,Weapon,378
,Bedroll,881
,Armor,297
,Arrows,292
,Weapon,336
,Totem,50
,Spring Mistletoe,693
,Emblem,131
,Bedroll,298
,Blowgun Needles,374
,Wand,986
,Staff,654
,Emblem,638
,Treasure,429
,Crystal,679
,Ball Bearings,11
,Blanket,807
,Blanket,117
,Crystal,918
,Block and Tackle,197
,Sling Bullets,939
,Blowgun Needles,207
,Abacus,580
,Bedroll,936
,Ball Bearings,988
,Orb,476
,Emblem,293
,Blowgun Needles,422
,Spring Mistletoe,435
,Backpack,223
,Arrows,605
,Acid,480
,Staff,785
,Emblem,425
,Barrel,599
,Amulet,404
,Staff,71
,Totem,976
,Treasure,156
,Alchemist Fire,916
,Candle,769
,Block and Tackle,30
,Emblem,502
,Reliquary,765
,Orb,471
,Crossbow Bolts,228
,Rod,633
,Backpack,84
,Treasure,819
,Acid,14
,Antitoxin,891
,Acid,677
,Weapon,926
,Wooden Staff,72
,Ball Bearings,261
,Acid,120
,Basket,345
,Weapon,308
,Emblem,555
,Amulet,212
,Weapon,448
,Wand,417
,Ball Bearings,539
,Blowgun Needles,352
,Sling Bullets,306
,Acid,473
,Armor,113
,Amulet,178
,Acid,715
,Spring Mistletoe,455
,Abacus,551
,Rod,555
,Acid,876
,Treasure,932
,Basket,762
,Block and Tackle,224
,Armor,194
,Bell,193
,Sling Bullets,239
,Bedroll,397
,Amulet,918
,Blanket,753
,Totem,150
,Reliquary,86
,Bell,434
,Bedroll,397
,Reliquary,540
,Reliquary,413
,Amulet,208
,Staff,534
,Sling Bullets,408
,Antitoxin,542
,Reliquary,818
,Weapon,944
,Reliquary,790
,Armor,474
,Totem,892
,Orb,860
,Barrel,781
,Reliquary,226
,Orb,92
,Wooden Staff,635
,Wooden Staff,266
,Amulet,32
,Weapon,957
,Bell,743
,Reliquary,71
,Yew Wand,655
,Amulet,582
,Ball Bearings,799
,Spring Mistletoe,492
,Rod,105
,Rod,730
,Ball Bearings,996
,Arrows,58
,Arrows,742
,Armor,171
,Bell,927
,Antitoxin,938
,Emblem,354
,Abacus,64
,Totem,212
,Totem,641
,Barrel,7
,Ball Bearings,417
,Acid,318
,Arrows,537
,Blanket,222
,Treasure,827
,Staff,224
,Wooden Staff,437
,Block and Tackle,338
,Backpack,788
,Arrows,403
,Ball Bearings,819
,Blanket,778
,Totem,17
,Block and Tackle,99
,Abacus,15
,Blanket,784
,Wooden Staff,382
,Abacus,852
,Emblem,164
,Reliquary,308
,Candle,296
,Orb,55
,Wand,587
,Barrel,906
,Bell,865
,Blowgun Needles,691
,Ball Bearings,806
,Totem,932
,Block and Tackle,958
,Rod,508
,Arrows,905
,Wand,644
,Abacus,112
,Totem,119
,Block and Tackle,801
,Barrel,243
,Bedroll,109
,Backpack,829
,Totem,689
,Barrel,916
,Totem,525
,Totem,694
,Orb,632
,Acid,883
,Treasure,83
,Spring Mistletoe,121
,Antitoxin,49
,Acid,245
,Yew Wand,263
,Backpack,648
,Blowgun Needles,139
,Reliquary,475
,Emblem,610
,Wooden Staff,535
,Emblem,66
,Sling Bullets,628
,Spring Mistletoe,178
,Sling Bullets,886
,Crossbow Bolts,713
,Spring Mistletoe,424
,Ball Bearings,377
,Bedroll,222
,Weapon,805
,Barrel,404
,Amulet,19
,Emblem,36
,Backpack,659
,Rod,734
,Ball Bearings,806
,Yew Wand,951
,Abacus,134
,Totem,918
,Ball Bearings,458
,Wooden Staff,147
,Totem,697
,Acid,240
,Wand,827
,Sling Bullets,853
,Totem,889
,Yew Wand,798
,Basket,792
,Weapon,367
,Blowgun Needles,59
,Basket,136
,Basket,639
,Alchemist Fire,195
,Basket,692
,Blanket,513
,Staff,97
,Backpack,918
,Arrows,26
,Sling Bullets,513
,Block and Tackle,910
,Antitoxin,810
,Crossbow Bolts,807
,Totem,465
,Abacus,636
,Reliquary,548
,Abacus,274
,Staff,12
,Treasure,939
,Sling Bullets,650
,Abacus,137
,Sling Bullets,52
,Sling Bullets,776
,Staff,2
,Backpack,144
,Bedroll,432
,Weapon,742
,Block and Tackle,375
,Reliquary,152
,Bell,675
,Yew Wand,157
,Crossbow Bolts,661
,Crossbow Bolts,772
,Blowgun Needles,625
,Armor,272
,Amulet,990
,Alchemist Fire,916
,Totem,691
,Arrows,777
,Acid,88
,Candle,355
,Blowgun Needles,348
,Antitoxin,745
,Arrows,472
,Barrel,290
,Crossbow Bolts,196
,Yew Wand,391
,Block and Tackle,237
,Crystal,813
,Orb,268
,Blanket,496
,Emblem,499
,Crystal,612
,Amulet,233
,Bedroll,787
,Totem,315
,Emblem,552
,Alchemist Fire,787
,Alchemist Fire,109
,Staff,324
,Spring Mistletoe,403
,Yew Wand,14
,Staff,641
,Abacus,198
,Basket,508
,Arrows,932
,Staff,317
,Sling Bullets,801
,Weapon,64
,Crystal,155
,Emblem,165
,Staff,263
,Block and Tackle,70
,Blowgun Needles,155
,Barrel,180
,Basket,463
,Armor,550
,Alchemist Fire,575
,Rod,778
,Emblem,964
,Crystal,980
,Antitoxin,4
,Weapon,839
,Bedroll,387
,Crossbow Bolts,925
,Yew Wand,296
,Block and Tackle,621
,Staff,471
,Wand,998
,Abacus,445
,Abacus,890
,Candle,918
,Alchemist Fire,597
,Treasure,478
,Basket,790
,Block and Tackle,243
,Ball Bearings,935
,Wand,300
,Orb,840
,Abacus,422
,Block and Tackle,310
,Wooden Staff,466
,Treasure,186
,Spring Mistletoe,968
,Ball Bearings,655
,Orb,709
,Spring Mistletoe,609
,Sling Bullets,451
,Arrows,413
,Yew Wand,330
,Bell,216
,Alchemist Fire,768
,Reliquary,525
,Acid,985
,Wooden Staff,741
,Crystal,865
,Yew Wand,788
,Crossbow Bolts,786
,Alchemist Fire,285
,Barrel,881
,Blowgun Needles,115
,Spring Mistletoe,992
,Blowgun Needles,144
,Spring Mistletoe,398
,Bell,51
,Crystal,735
,Abacus,864
,Totem,833
,Blowgun Needles,224
,Crossbow Bolts,83
,Sling Bullets,549
,Weapon,800
,Orb,833
,Bedroll,634
,Barrel,392
,Block and Tackle,222
,Amulet,960
,Crossbow Bolts,684
,Weapon,299
,Abacus,349
,Yew Wand,395
,Staff,80
,Backpack,339
,Ball Bearings,989
,Yew Wand,211
,Staff,855
,Crossbow Bolts,209
,Antitoxin,406
,Emblem,846
,Arrows,288
,Amulet,561
,Staff,526
,Reliquary,296
,Wand,244
,Blowgun Needles,619
,Bell,581
,Alchemist Fire,815
,Alchemist Fire,853
,Totem,425
,Block and Tackle,169
,Crystal,221
,Ball Bearings,161
,Weapon,936
,Staff,983
,Abacus,619
,Staff,846
,Crystal,659
,Amulet,890
,Spring Mistletoe,196
,Bedroll,767
,Orb,468
,Block and Tackle,867
,Treasure,615
,Totem,975
,Yew Wand,952
,Block and Tackle,327
,Reliquary,932
,Block and Tackle,950
,Yew Wand,328
,Emblem,434
,Spring Mistletoe,529
,Weapon,230
,Candle,389
,Emblem,351
,Bedroll,233
,Blowgun Needles,859
,Orb,202
,Candle,186
,Crystal,571
,Staff,589
,Antitoxin,281
,Yew Wand,969
,Rod,116
,Blanket,401
,Treasure,424
,Bedroll,875
,Barrel,744
,Yew Wand,77
,Staff,404
,Amulet,679
,Emblem,428
,Blowgun Needles,695
,Sling Bullets,172
,Emblem,489
,Emblem,13
,Crystal,522
,Weapon,488
,Backpack,281
,Barrel,615
,Abacus,907
,Rod,648
,Treasure,106
,Staff,406
,Staff,434
,Treasure,809
,Crossbow Bolts,524
,Abacus,516
,Blowgun Needles,186
,Armor,920
,Weapon,46
,Backpack,269
,Emblem,269
,Emblem,41
,Emblem,397
,Candle,953
,Alchemist Fire,275
,Crystal,237
,Totem,561
,Rod,496
,Barrel,775
,Bell,672
,Crossbow Bolts,83
,Abacus,548
,Bedroll,993
,Backpack,284
,Basket,876
,Wooden Staff,474
,Crystal,784
,Sling Bullets,990
,Rod,166
,Blowgun Needles,18
,Barrel,607
,Totem,416
,Armor,982
,Blowgun Needles,390
,Amulet,777
,Candle,506
,Wooden Staff,858
,Armor,988
,Blanket,190
,Bedroll,552
,Amulet,481
,Antitoxin,487
,Yew Wand,535
,Bell,672
,Bell,776
,Treasure,653
,Ball Bearings,93
,Bell,374
,Acid,251
,Spring Mistletoe,913
,Antitoxin,484
,Blanket,115
,Antitoxin,379
,Ball Bearings,304
,Basket,646
,Treasure,566
,Armor,912
,Emblem,446
,Bell,392
,Candle,680
,Block and Tackle,557
,Staff,411
,Emblem,928
,Crossbow Bolts,44
,Treasure,891
,Arrows,697
,Wooden Staff,169
,Orb,491
,Block and Tackle,920
,Crossbow Bolts,475
,Yew Wand,175
,Bell,181
,Candle,457
,Wooden Staff,369
,Yew Wand,962
,Wand,685
,Yew Wand,448
,Candle,486
,Orb,874
,Emblem,405
,Treasure,803
,Sling Bullets,437
,Arrows,997
,Sling Bullets,230
,Treasure,590
,Arrows,925
,Weapon,379
,Totem,664
,Candle,701
,Ball Bearings,795
,Emblem,830
,Antitoxin,473
,Acid,558
,Alchemist Fire,375
,Acid,401
,Amulet,488
,Armor,90
,Crystal,857
,Ball Bearings,714
,Alchemist Fire,456
,Abacus,40
,Wooden Staff,629
,Bedroll,319
,Yew Wand,429
,Barrel,297
,Acid,360
,Armor,92
,Bell,810
,Bell,797
,Backpack,221
,Staff,993
,Antitoxin,447
,Ball Bearings,251
,Backpack,470
,Basket,396
,Blanket,422
,Sling Bullets,791
,Barrel,813
,Antitoxin,905
,Crystal,442
,Rod,280
,Totem,819
,Treasure,224
,Bell,999
,Treasure,697
,Backpack,591
,Arrows,965
,Antitoxin,368
,Wand,1
,Orb,504
,Armor,351
,Wooden Staff,129
,Armor,185
,Weapon,83
,Crystal,576
,Staff,398
,Candle,99
,Ball Bearings,816
,Orb,999
,Staff,975
,Backpack,399
,Reliquary,989
,Crystal,272
,Abacus,104
,Block and Tackle,801
,Ball Bearings,685
,Sling Bullets,736
,Amulet,899
,Acid,1000
,Arrows,625
,Acid,631
,Barrel,444
,Barrel,74
,Rod,938
,Totem,566
,Armor,647
,Barrel,488
,Bell,701
,Block and Tackle,161
,Alchemist Fire,134
,Orb,332
,Crystal,226
,Block and Tackle,669
,Crystal,985
,Backpack,217
,Blowgun Needles,137
,Armor,402
,Armor,136
,Alchemist Fire,542
,Crossbow Bolts,168
,Weapon,923
,Alchemist Fire,535
,Block and Tackle,839
,Treasure,929
,Acid,597
,Ball Bearings,980
,Crossbow Bolts,873
,Basket,503
,Orb,814
,Block and Tackle,603
,Alchemist Fire,918
,Acid,637
,Blanket,662
,Crossbow Bolts,455
,Crossbow Bolts,593
,Antitoxin,199
,Amulet,260
,Backpack,806
,Wand,103
,Blowgun Needles,783
,Rod,903
,Ball Bearings,820
,Wooden Staff,22
,Block and Tackle,472
,Barrel,8
,Basket,568
,Crystal,565
,Wooden Staff,107
,Wand,453
,Alchemist Fire,219
,Antitoxin,905
,Blowgun Needles,342
,Crystal,489
,Abacus,562
,Sling Bullets,15
,Reliquary,802
,Weapon,428
,Arrows,568
,Barrel,474
,Wooden Staff,736
,Weapon,1000
,Orb,908
,Totem,508
,Crossbow Bolts,943
,Reliquary,93
,Acid,929
,Block and Tackle,186
,Acid,209
,Blowgun Needles,821
,Candle,137
,Spring Mistletoe,304
,Weapon,438
,Abacus,82
,Totem,149
,Alchemist Fire,580
,Crossbow Bolts,981
,Yew Wand,214
,Alchemist Fire,437
,Wooden Staff,809
,Wooden Staff,775
,Arrows,517
,Staff,234
,Antitoxin,539
,Crossbow Bolts,444
,Blowgun Needles,42
,Alchemist Fire,543
,Wand,692
,Crossbow Bolts,163
,Basket,319
,Barrel,406
,Staff,478
,Crossbow Bolts,535
,Block and Tackle,903
,Blanket,485
,Wooden Staff,83
,Crossbow Bolts,65
,Sling Bullets,788
,Bedroll,750
,Crystal,508
,Basket,886
,Blowgun Needles,538
,Alchemist Fire,868
,Backpack,440
,Ball Bearings,294
,Emblem,937
,Arrows,243
,Block and Tackle,326
,Block and Tackle,455
,Block and Tackle,837
,Yew Wand,443
,Rod,796
,Wand,145
,Blanket,356
,Wand,676
,Treasure,737
,Blanket,259
,Bedroll,478
,Yew Wand,393
,Backpack,840
,Totem,142
,Totem,209
,Antitoxin,207
,Bell,684
,Armor,461
,Spring Mistletoe,516
,Block and Tackle,221
,Treasure,605
,Armor,223
,Totem,631
,Emblem,603
,Blowgun Needles,943
,Spring Mistletoe,397
,Armor,164
,Arrows,194
,Basket,696
,Totem,624
,Weapon,772
,Backpack,676
,Barrel,184
,Spring Mistletoe,35
,Ball Bearings,218
,Reliquary,417
,Sling Bullets,226
,Spring Mistletoe,70
,Wand,84
,Amulet,616
,Barrel,475
,Sling Bullets,538
,Basket,350
,Weapon,190
,Barrel,14
,Bell,982
,Abacus,547
,Alchemist Fire,827
,Wooden Staff,645
,Blanket,345
,Alchemist Fire,288
,Treasure,279
,Candle,529
,Rod,712
,Yew Wand,722
,Amulet,565
,Blanket,473
,Blanket,638
,Wooden Staff,386
,Crystal,874
,Spring Mistletoe,354
,Block and Tackle,873
,Wand,154
,Sling Bullets,96
,Candle,787
,Crossbow Bolts,765
,Candle,695
,Emblem,617
,Reliquary,213
,Orb,118
,Antitoxin,263
,Wand,169
,Wooden Staff,260
,Crystal,699
,Block and Tackle,351
,Backpack,990
,Emblem,919
,Arrows,210
,Antitoxin,206
,Blanket,946
,Weapon,940
,Acid,595
,Ball Bearings,580
,Wooden Staff,414
,Crystal,405
,Rod,98
,Armor,294
,Blowgun Needles,543
,Crystal,51
,Basket,981
,Wand,172
,Alchemist Fire,451
,Reliquary,36
,Armor,794
,Arrows,237
,Basket,267
,Reliquary,821
,Candle,660
